"","NUMPC","TVCOLOR","INTRR","MONEYPY","TVRR","FUELRR","TOTSQFT","NHSLDMEM"
"6172",1,2,0,16,3,"Natural Gas",2365,2
"6173",0,3,NA,8,3,"Natural Gas",1655,2
"6174",1,3,1,16,3,"Propane",5172,2
"6175",1,2,1,20,4,"Natural Gas",2841,2
"6176",1,1,1,9,2,"Propane",728,1
"6177",1,3,1,24,3,"Natural Gas",1181,3
"6178",3,4,1,5,2,"Natural Gas",1680,4
"6179",2,3,1,16,4,"Natural Gas",1531,1
"6180",2,3,1,9,4,"Natural Gas",1122,2
"6181",1,1,1,7,4,"Natural Gas",866,2
"6182",2,2,1,15,5,"Electricity",1506,4
"6183",0,3,NA,15,5,"Natural Gas",3051,2
"6184",1,2,1,10,3,"Natural Gas",1300,1
"6185",3,6,1,9,2,"Natural Gas",2444,4
"6186",1,2,1,9,5,"Natural Gas",1580,2
"6187",2,1,1,13,2,"Natural Gas",667,2
"6188",2,3,1,22,5,"Natural Gas",2756,5
"6189",0,1,NA,3,2,"Electricity",3052,4
"6190",2,1,1,15,3,"Electricity",2574,3
"6191",0,2,NA,8,4,"Electricity",1224,3
"6192",3,5,1,24,4,"Natural Gas",6206,3
"6193",1,1,1,9,3,"Kerosene",1081,1
"6194",1,4,1,23,3,"Natural Gas",1976,2
"6195",5,5,1,12,3,"Electricity",2376,1
"6196",3,1,1,23,2,"Natural Gas",902,2
"6197",0,1,NA,4,2,"Electricity",341,1
"6198",2,3,1,15,3,"Electricity",4260,3
"6199",1,1,1,7,4,"Electricity",1518,3
"6200",3,4,1,16,4,"Electricity",1480,7
"6201",0,3,NA,18,4,"Natural Gas",1645,3
"6202",2,3,1,24,3,"Fuel Oil",5207,2
"6203",1,2,0,10,4,"Electricity",1078,4
"6204",1,5,1,10,4,"Natural Gas",1296,5
"6205",5,1,1,24,4,"Natural Gas",2602,7
"6206",1,5,1,10,5,"Electricity",1078,3
"6207",0,2,NA,8,3,"Natural Gas",2398,3
"6208",1,1,1,16,3,"Electricity",810,1
"6209",1,2,1,20,3,"Natural Gas",874,2
"6210",0,3,NA,5,2,"Electricity",409,4
"6211",0,2,NA,9,3,"Natural Gas",968,1
"6212",1,1,1,9,5,"Natural Gas",2958,2
"6213",1,2,1,23,3,"Electricity",2375,3
"6214",2,1,1,24,1,"Propane",3268,2
"6215",0,2,NA,15,2,"Natural Gas",1716,2
"6216",0,3,NA,1,4,"Natural Gas",800,5
"6217",1,2,1,8,3,"Natural Gas",4382,1
"6218",2,3,1,7,4,"Natural Gas",1192,4
"6219",2,2,1,10,1,"Natural Gas",499,2
"6220",1,2,1,8,2,"Electricity",649,1
"6221",1,5,1,15,5,"Natural Gas",2326,3
"6222",1,2,1,19,3,"Natural Gas",1426,2
"6223",1,2,1,12,5,"Natural Gas",1209,2
"6224",1,6,1,11,3,"Electricity",4394,5
"6225",1,3,1,16,4,"Natural Gas",1659,2
"6226",0,1,NA,15,2,"Electricity",1040,1
"6227",0,1,NA,5,3,"Electricity",1440,1
"6228",1,3,0,9,5,"Natural Gas",594,5
"6229",0,2,NA,1,5,"Electricity",938,5
"6230",1,2,1,5,4,"Electricity",614,1
"6231",1,3,1,10,3,"Natural Gas",1880,1
"6232",1,3,1,12,3,"Electricity",1302,3
"6233",0,3,NA,5,4,"Natural Gas",2400,2
"6234",3,4,1,11,3,"Electricity",1518,3
"6235",3,2,1,10,3,"Propane",1729,2
"6236",3,1,1,23,5,"Electricity",4113,3
"6237",1,1,1,23,3,"Natural Gas",3900,4
"6238",0,2,NA,5,5,"Natural Gas",1674,1
"6239",2,4,1,10,5,"Natural Gas",1800,3
"6240",1,3,1,24,3,"Natural Gas",4200,6
"6241",0,4,NA,9,5,"Electricity",1496,3
"6242",2,2,1,24,2,"Natural Gas",2585,3
"6243",0,3,NA,8,3,"Natural Gas",1944,1
"6244",1,2,0,6,3,"Natural Gas",1790,1
"6245",1,2,1,16,2,"Natural Gas",3049,14
"6246",2,2,1,8,3,"Natural Gas",1600,2
"6247",2,4,1,24,3,"Electricity",1962,2
"6248",2,2,1,24,2,"Electricity",2519,2
"6249",1,3,1,14,3,"Electricity",1280,4
"6250",1,2,1,11,2,"Natural Gas",3844,1
"6251",0,2,NA,9,3,"Electricity",2194,1
"6252",1,5,1,17,3,"Natural Gas",1962,3
"6253",4,2,1,15,2,"Natural Gas",1723,5
"6254",0,2,NA,4,3,"Electricity",766,2
"6255",3,2,1,22,1,"Natural Gas",3000,3
"6256",0,1,NA,5,3,"Electricity",646,1
"6257",0,2,NA,13,3,"Electricity",2160,5
"6258",1,2,1,6,3,"Natural Gas",567,3
"6259",2,1,0,20,2,"Natural Gas",2088,3
"6260",1,4,1,24,4,"Electricity",2700,2
"6261",3,5,1,6,5,"Electricity",2236,1
"6262",1,3,1,7,3,"Natural Gas",2846,1
"6263",1,1,1,5,5,"Natural Gas",830,1
"6264",1,4,1,24,3,"Electricity",6248,4
"6265",0,2,NA,6,4,"Natural Gas",693,1
"6266",0,2,NA,4,3,"Natural Gas",568,1
"6267",0,1,NA,2,5,"Natural Gas",590,1
"6268",0,1,NA,6,2,"Natural Gas",2223,1
"6269",1,4,1,20,3,"Natural Gas",1922,2
"6270",3,1,1,13,2,"Natural Gas",1800,3
"6271",1,4,1,12,2,"Natural Gas",2895,1
"6272",2,1,1,11,3,"Electricity",905,2
"6273",2,2,1,23,3,"Fuel Oil",4240,2
"6274",0,2,NA,1,5,"Natural Gas",442,1
"6275",1,5,1,12,3,"Electricity",3853,2
"6276",2,4,1,24,3,"Natural Gas",3772,3
"6277",1,4,1,17,1,"Natural Gas",1950,2
"6278",1,3,1,24,3,"Natural Gas",6388,4
"6279",1,2,1,9,3,"Natural Gas",2419,1
"6280",2,2,1,15,3,"Electricity",2442,2
"6281",1,2,1,19,3,"Natural Gas",942,4
"6282",1,2,1,11,3,"Propane",755,2
"6283",1,3,1,21,5,"Electricity",2681,3
"6284",1,4,1,7,5,"Electricity",851,4
"6285",2,3,1,11,5,"Electricity",1600,1
"6286",5,2,1,13,2,"Natural Gas",3472,6
"6287",4,2,1,15,4,"Electricity",2951,4
"6288",1,4,1,18,3,"Natural Gas",1912,2
"6289",2,3,1,20,2,"Natural Gas",2150,3
"6290",1,4,1,13,4,"Electricity",3168,7
"6291",1,1,1,13,3,"Natural Gas",552,1
"6292",1,2,1,10,2,"Electricity",1395,1
"6293",4,2,1,24,2,"Electricity",3235,2
"6294",0,1,NA,13,3,"Electricity",1910,1
"6295",3,2,1,22,3,"Natural Gas",2675,5
"6296",3,2,1,8,3,"Natural Gas",1080,1
"6297",4,3,1,23,4,"Natural Gas",3079,2
"6298",0,2,NA,15,3,"Electricity",2777,1
"6299",1,3,1,16,3,"Natural Gas",1849,4
"6300",1,2,0,1,3,"Electricity",2350,9
"6301",0,2,NA,8,5,"Electricity",2322,3
"6302",1,4,1,8,5,"Natural Gas",2154,1
"6303",0,2,NA,6,5,"Natural Gas",504,1
"6304",4,5,1,24,4,"Solar",5596,3
"6305",1,2,1,24,3,"Natural Gas",3505,3
"6306",2,1,1,6,5,"Electricity",437,1
"6307",1,1,1,14,2,"Electricity",992,1
"6308",1,1,1,9,5,"Natural Gas",1868,2
"6309",1,2,1,17,2,"Electricity",2232,1
"6310",3,1,1,24,3,"Fuel Oil",4030,2
"6311",1,6,1,24,3,"Natural Gas",5909,5
"6312",1,1,1,5,1,"Electricity",825,2
"6313",0,2,NA,7,5,"Electricity",2608,2
"6314",2,1,1,17,2,"Natural Gas",739,1
"6315",4,8,1,24,2,"Natural Gas",12882,5
"6316",1,5,1,14,4,"Natural Gas",3604,2
"6317",0,2,NA,14,3,"Electricity",612,3
"6318",2,2,1,6,2,"Natural Gas",2065,2
"6319",1,4,1,7,5,"Natural Gas",1870,7
"6320",1,3,1,11,3,"Natural Gas",2575,2
"6321",2,7,1,12,3,"Natural Gas",9708,2
"6322",0,1,NA,5,3,"Natural Gas",308,1
"6323",2,2,1,19,3,"Natural Gas",3553,2
"6324",2,4,1,13,3,"Natural Gas",4924,1
"6325",1,3,0,14,2,"Natural Gas",748,1
"6326",2,2,1,19,4,"Electricity",2393,2
"6327",1,4,1,14,4,"Electricity",2100,5
"6328",1,4,1,17,2,"Natural Gas",2163,2
"6329",3,3,1,8,2,"Electricity",1213,3
"6330",8,2,1,24,2,"Natural Gas",4949,2
"6331",0,4,NA,5,4,"Natural Gas",1590,8
"6332",0,2,NA,4,2,"Fuel Oil",1410,2
"6333",3,3,1,1,3,"Electricity",961,4
"6334",1,1,1,10,1,"Electricity",1044,1
"6335",1,2,1,6,2,"Electricity",567,2
"6336",0,2,NA,8,3,"Electricity",672,2
"6337",1,1,1,5,1,"Natural Gas",1152,1
"6338",1,3,1,21,3,"Natural Gas",4132,5
"6339",1,3,1,23,3,"Electricity",2013,1
"6340",0,2,NA,4,5,"Natural Gas",1041,4
"6341",0,1,NA,5,4,"Electricity",1332,1
"6342",1,0,1,22,NA,"Natural Gas",900,1
"6343",2,4,1,24,4,"Natural Gas",2256,5
"6344",2,4,1,7,5,"Natural Gas",2430,4
"6345",5,1,1,24,1,"Propane",5619,5
"6346",1,3,1,4,3,"Natural Gas",700,2
"6347",1,2,1,19,2,"Natural Gas",2831,5
"6348",2,3,1,24,3,"Natural Gas",3240,3
"6349",0,1,NA,5,2,"Natural Gas",1004,4
"6350",0,5,NA,3,2,"Natural Gas",1798,3
"6351",0,4,NA,7,3,"Natural Gas",2883,2
"6352",2,3,1,23,3,"Natural Gas",1941,2
"6353",1,4,1,22,2,"Natural Gas",2910,2
"6354",1,1,1,13,2,"Electricity",1785,1
"6355",4,6,1,13,3,"Natural Gas",1600,5
"6356",1,6,1,16,5,"Fuel Oil",4800,5
"6357",0,1,NA,5,3,"Natural Gas",1371,1
"6358",1,2,1,12,3,"Natural Gas",1258,4
"6359",1,4,1,9,2,"Electricity",1971,1
"6360",0,1,NA,6,2,"Electricity",1568,1
"6361",2,5,1,23,3,"Electricity",5184,4
"6362",2,3,1,24,2,"Electricity",2144,2
"6363",4,3,1,23,2,"Natural Gas",3330,2
"6364",2,2,1,12,3,"Natural Gas",1660,1
"6365",1,2,1,16,2,"Natural Gas",634,1
"6366",0,3,NA,17,2,"Propane",791,2
"6367",2,5,1,6,5,"Electricity",1004,4
"6368",0,4,NA,7,3,"Electricity",1820,1
"6369",2,3,1,5,3,"Natural Gas",864,2
"6370",4,1,1,10,2,"Natural Gas",803,2
"6371",0,2,NA,6,3,"Natural Gas",1475,2
"6372",1,4,1,9,4,"Natural Gas",1897,4
"6373",0,1,NA,3,3,"Natural Gas",649,1
"6374",2,2,1,15,3,"Fuel Oil",8624,2
"6375",2,2,1,18,2,"Natural Gas",5225,2
"6376",5,2,1,24,2,"Fuel Oil",2855,5
"6377",1,1,1,11,1,"Electricity",749,1
"6378",1,1,0,8,3,"Natural Gas",1500,4
"6379",0,2,NA,6,5,"Electricity",2402,1
"6380",0,5,NA,6,5,"Natural Gas",1337,5
"6381",0,2,NA,5,3,"Natural Gas",2668,1
"6382",1,1,1,13,2,"Natural Gas",2602,2
"6383",0,1,NA,4,3,"Electricity",1388,1
"6384",2,2,1,24,3,"Natural Gas",11963,2
"6385",2,5,1,9,3,"Natural Gas",1745,4
"6386",1,2,1,11,3,"Natural Gas",490,2
"6387",1,2,1,15,4,"Natural Gas",6252,2
"6388",0,1,NA,6,4,"Natural Gas",735,2
"6389",2,2,1,23,2,"Natural Gas",5622,6
"6390",1,2,1,10,2,"Natural Gas",1947,2
"6391",2,4,1,18,3,"Natural Gas",4240,2
"6392",3,3,1,11,5,"Natural Gas",1288,3
"6393",1,3,1,15,3,"Electricity",2120,2
"6394",1,3,1,23,2,"Natural Gas",3750,1
"6395",1,1,1,12,2,"Natural Gas",870,2
"6396",1,5,1,24,4,"Natural Gas",4488,3
"6397",1,2,0,11,3,"Electricity",2270,1
"6398",0,2,NA,5,5,"Electricity",727,2
"6399",2,3,1,13,3,"Electricity",705,2
"6400",1,3,1,9,3,"Electricity",812,3
"6401",2,5,1,24,3,"Electricity",5152,5
"6402",3,3,1,9,3,"Electricity",2787,4
"6403",3,2,1,24,2,"Natural Gas",851,2
"6404",2,3,1,9,4,"Natural Gas",3510,4
"6405",3,1,1,9,1,"Natural Gas",1889,1
"6406",1,2,1,9,2,"Electricity",550,1
"6407",3,4,1,16,4,"Electricity",1739,2
"6408",4,5,1,7,3,"Electricity",3401,4
"6409",0,2,NA,8,2,"Electricity",1040,4
"6410",1,3,0,12,3,"Natural Gas",1551,2
"6411",3,5,0,24,2,"Fuel Oil",4224,3
"6412",0,1,NA,7,1,"Electricity",1612,1
"6413",1,2,1,23,2,"Natural Gas",3556,1
"6414",1,3,1,8,2,"Electricity",1116,3
"6415",1,3,0,8,3,"Electricity",1618,5
"6416",1,2,1,6,5,"Electricity",1850,1
"6417",2,2,1,7,5,"Electricity",952,5
"6418",1,2,1,1,1,"Electricity",861,1
"6419",1,1,1,5,4,"Natural Gas",628,3
"6420",2,1,1,23,4,"Electricity",1600,2
"6421",1,4,1,18,2,"Natural Gas",2049,1
"6422",3,6,1,23,2,"Fuel Oil",2025,2
"6423",1,3,1,16,4,"Electricity",3192,2
"6424",1,1,1,9,3,"Natural Gas",687,2
"6425",1,2,1,11,3,"Electricity",2649,2
"6426",1,4,1,12,3,"Electricity",1872,2
"6427",2,2,0,9,5,"Natural Gas",2560,5
"6428",0,1,NA,13,4,"Electricity",1300,1
"6429",2,1,1,12,3,"Electricity",1430,2
"6430",1,2,1,16,3,"Fuel Oil",2080,2
"6431",2,2,1,24,2,"Electricity",967,2
"6432",2,1,1,12,5,"Natural Gas",1408,2
"6433",2,3,1,11,3,"Natural Gas",2514,4
"6434",1,5,1,17,3,"Natural Gas",3003,2
"6435",3,2,1,11,5,"Natural Gas",1105,2
"6436",1,3,1,9,4,"Electricity",1950,3
"6437",1,1,1,10,2,"Electricity",798,1
"6438",1,2,1,24,2,"Electricity",1250,6
"6439",5,5,1,24,3,"Electricity",2610,4
"6440",2,5,1,24,4,"Fuel Oil",3529,1
"6441",1,3,1,1,4,"Electricity",1950,1
"6442",3,3,1,24,2,"Natural Gas",4764,3
"6443",6,3,1,23,5,"Natural Gas",4048,4
"6444",1,1,1,13,3,"Electricity",1920,1
"6445",0,1,NA,12,1,"Electricity",1260,2
"6446",1,4,1,22,2,"Propane",6426,4
"6447",1,2,1,11,2,"Natural Gas",2284,1
"6448",0,3,NA,8,3,"Natural Gas",778,5
"6449",0,1,NA,4,3,"Natural Gas",625,1
"6450",1,1,0,1,4,"Natural Gas",451,1
"6451",1,3,0,5,3,"Natural Gas",1131,3
"6452",1,2,1,10,3,"Electricity",612,2
"6453",2,1,1,18,3,"Electricity",780,2
"6454",3,3,1,12,2,"Electricity",950,4
"6455",2,3,1,22,2,"Natural Gas",2484,2
"6456",0,3,NA,11,3,"Natural Gas",1812,3
"6457",3,2,1,24,1,"Natural Gas",2631,4
"6458",1,1,1,9,2,"Natural Gas",1320,1
"6459",1,3,1,12,2,"Electricity",1672,2
"6460",0,3,NA,6,4,"Electricity",1075,6
"6461",2,3,1,20,3,"Natural Gas",4191,2
"6462",1,2,1,7,3,"Natural Gas",1467,3
"6463",2,4,1,11,2,"Natural Gas",1976,4
"6464",1,2,1,11,5,"Electricity",1269,2
"6465",2,2,1,24,3,"Natural Gas",6964,2
"6466",2,2,1,24,2,"Natural Gas",3791,2
"6467",2,6,0,13,5,"Natural Gas",3117,3
"6468",4,1,1,12,2,"Natural Gas",2619,4
"6469",2,2,1,11,2,"Natural Gas",2721,1
"6470",1,1,1,23,3,"Natural Gas",2744,1
"6471",2,2,1,14,5,"Electricity",2176,3
"6472",3,3,1,12,3,"Electricity",5136,7
"6473",1,3,1,12,4,"Natural Gas",2524,2
"6474",1,2,1,13,3,"Natural Gas",1760,1
"6475",0,1,NA,5,5,"Propane",636,2
"6476",0,2,NA,5,4,"Electricity",875,2
"6477",1,2,1,7,5,"Natural Gas",2688,2
"6478",2,4,1,8,3,"Electricity",2196,3
"6479",1,2,1,12,4,"Natural Gas",1259,3
"6480",4,1,1,24,1,"Fuel Oil",5801,3
"6481",2,1,1,8,1,"Electricity",3042,1
"6482",2,4,1,15,3,"Electricity",2594,5
"6483",1,1,1,21,5,"Natural Gas",918,2
"6484",4,5,1,12,4,"Electricity",1794,5
"6485",3,2,1,7,2,"Natural Gas",2718,4
"6486",4,1,1,24,2,"Electricity",1692,2
"6487",1,3,1,16,2,"Electricity",780,3
"6488",2,3,1,12,3,"Electricity",1665,2
"6489",3,2,1,7,2,"Natural Gas",2273,3
"6490",1,2,1,12,3,"Electricity",960,2
"6491",1,5,1,6,2,"Natural Gas",2253,1
"6492",0,2,NA,5,1,"Natural Gas",978,2
"6493",3,3,1,23,3,"Electricity",3634,3
"6494",0,2,NA,5,3,"Natural Gas",1088,5
"6495",0,1,NA,8,2,"Natural Gas",1000,2
"6496",0,2,NA,3,5,"Electricity",1418,1
"6497",1,1,1,17,1,"Propane",1155,1
"6498",2,2,1,22,3,"Natural Gas",3151,5
"6499",4,4,1,5,2,"Natural Gas",1542,4
"6500",2,3,1,23,2,"Natural Gas",2958,3
"6501",2,5,1,23,3,"Propane",4616,4
"6502",1,4,1,24,2,"Electricity",4274,4
"6503",1,3,1,8,4,"Propane",4047,2
"6504",2,1,1,15,1,"Natural Gas",1890,3
"6505",2,2,1,18,3,"Natural Gas",5626,5
"6506",1,2,1,12,5,"Natural Gas",2316,1
"6507",1,2,1,9,4,"Electricity",1456,3
"6508",0,1,NA,4,3,"Natural Gas",509,1
"6509",1,2,1,12,3,"Electricity",1739,1
"6510",3,3,1,16,4,"Natural Gas",1757,3
"6511",1,5,1,18,5,"Electricity",4012,2
"6512",1,2,1,24,2,"Natural Gas",1517,1
"6513",1,1,1,5,2,"Fuel Oil",536,1
"6514",1,1,1,11,2,"Electricity",854,1
"6515",0,1,NA,8,2,"Natural Gas",701,1
"6516",2,4,1,15,4,"Natural Gas",1764,3
"6517",2,2,1,24,2,"Natural Gas",1782,3
"6518",3,4,1,17,3,"Natural Gas",6333,4
"6519",3,2,1,24,2,"Natural Gas",6126,3
"6520",1,2,1,10,3,"Electricity",1712,2
"6521",1,5,1,5,5,"Natural Gas",2522,2
"6522",5,5,1,19,3,"Natural Gas",1888,5
"6523",0,2,NA,10,2,"Electricity",966,2
"6524",0,1,NA,13,2,"Electricity",858,1
"6525",2,1,1,24,2,"Natural Gas",1552,1
"6526",1,0,1,16,NA,"Electricity",566,1
"6527",1,3,1,1,5,"Electricity",652,2
"6528",0,1,NA,5,2,"Electricity",2523,5
"6529",1,1,1,5,5,"Electricity",1755,5
"6530",0,3,NA,19,2,"Natural Gas",1272,4
"6531",1,4,1,12,3,"Natural Gas",2009,2
"6532",3,3,1,24,3,"Natural Gas",2344,2
"6533",1,3,1,14,4,"Electricity",1920,3
"6534",1,3,1,8,3,"Electricity",1135,2
"6535",2,3,1,22,3,"Natural Gas",3472,2
"6536",1,2,1,17,1,"Natural Gas",1005,2
"6537",1,3,1,23,3,"Electricity",2142,3
"6538",4,3,1,24,3,"Natural Gas",2124,3
"6539",1,2,1,8,2,"Natural Gas",1305,2
"6540",1,3,1,8,3,"Propane",2744,4
"6541",1,3,1,16,5,"Propane",2074,2
"6542",2,2,1,8,2,"Natural Gas",3133,2
"6543",2,4,1,7,4,"Electricity",3047,3
"6544",0,1,NA,10,5,"Electricity",1056,2
"6545",0,1,NA,1,4,"Natural Gas",576,1
"6546",1,1,1,4,4,"Electricity",2784,1
"6547",3,3,1,24,2,"Natural Gas",3944,5
"6548",0,5,NA,1,2,"Natural Gas",2827,2
"6549",1,2,1,21,4,"Natural Gas",2430,3
"6550",3,5,1,24,3,"Propane",8017,3
"6551",1,4,1,17,3,"Electricity",2198,5
"6552",0,2,NA,1,3,"Natural Gas",473,4
"6553",2,3,1,15,2,"Natural Gas",1810,1
"6554",1,3,1,8,3,"Electricity",1090,3
"6555",0,1,NA,8,2,"Electricity",2132,2
"6556",2,5,1,24,3,"Electricity",3184,2
"6557",0,1,NA,14,1,"Electricity",1152,1
"6558",2,2,1,12,2,"Natural Gas",4120,2
"6559",1,2,1,16,3,"Electricity",1164,1
"6560",1,1,1,24,2,"Natural Gas",3840,2
"6561",3,4,1,12,4,"Natural Gas",2574,3
"6562",5,3,1,24,2,"Natural Gas",2574,4
"6563",0,3,NA,11,3,"Natural Gas",1649,3
"6564",1,1,1,12,2,"Natural Gas",605,3
"6565",2,1,1,11,3,"Natural Gas",2109,7
"6566",3,2,1,20,4,"Natural Gas",2126,3
"6567",1,2,1,8,3,"Natural Gas",700,2
"6568",1,4,1,12,4,"Natural Gas",8208,2
"6569",0,1,NA,5,1,"Natural Gas",721,1
"6570",4,5,1,10,4,"Fuel Oil",4260,2
"6571",0,1,NA,9,2,"Natural Gas",1040,2
"6572",2,2,1,12,3,"Electricity",2013,3
"6573",1,2,1,9,3,"Electricity",635,4
"6574",2,4,1,24,4,"Natural Gas",1570,2
"6575",3,1,1,20,2,"Natural Gas",2654,2
"6576",2,1,1,3,3,"Electricity",1500,3
"6577",1,1,1,7,1,"Electricity",644,1
"6578",2,2,1,24,4,"Natural Gas",4291,2
"6579",1,3,1,23,2,"Natural Gas",3141,1
"6580",0,3,NA,8,5,"Natural Gas",3286,2
"6581",1,3,1,5,4,"Natural Gas",1596,3
"6582",1,4,1,15,5,"Natural Gas",1350,2
"6583",2,4,1,24,3,"Wood",7694,3
"6584",0,2,NA,7,5,"Natural Gas",1734,2
"6585",0,5,NA,7,4,"Natural Gas",3840,3
"6586",0,4,NA,23,4,"Natural Gas",1364,6
"6587",1,4,1,21,3,"Electricity",1806,1
"6588",3,2,1,23,2,"Natural Gas",2167,2
"6589",1,4,1,23,3,"Natural Gas",9368,2
"6590",1,1,1,9,2,"Natural Gas",229,1
"6591",3,4,1,14,3,"Natural Gas",3742,2
"6592",2,1,1,6,5,"Propane",982,2
"6593",1,3,1,22,3,"Natural Gas",2516,2
"6594",0,3,NA,6,3,"Natural Gas",2652,1
"6595",3,5,1,24,3,"Natural Gas",5887,2
"6596",2,1,1,8,1,"Natural Gas",3298,4
"6597",0,1,NA,12,3,"Electricity",694,3
"6598",2,3,1,20,4,"Natural Gas",3230,4
"6599",2,2,1,9,3,"Electricity",520,2
"6600",3,6,1,5,3,"Natural Gas",5308,2
"6601",0,3,NA,7,4,"Natural Gas",3600,2
"6602",2,3,1,17,3,"Electricity",1800,4
"6603",1,2,1,5,3,"Natural Gas",1568,1
"6604",2,3,1,24,5,"Natural Gas",619,3
"6605",1,2,1,17,4,"Natural Gas",723,1
"6606",1,2,1,1,5,"Natural Gas",1400,1
"6607",0,3,NA,10,4,"Electricity",2275,1
"6608",1,3,1,7,4,"Electricity",1380,2
"6609",0,3,NA,2,5,"Electricity",840,5
"6610",3,6,1,23,3,"Natural Gas",2871,5
"6611",0,1,NA,5,5,"Electricity",1160,1
"6612",1,2,1,11,3,"Natural Gas",986,4
"6613",1,2,1,10,2,"Natural Gas",1708,1
"6614",0,2,NA,10,4,"Electricity",831,2
"6615",0,1,NA,9,4,"Natural Gas",747,4
"6616",1,3,1,11,4,"Natural Gas",2013,5
"6617",3,3,1,19,3,"Natural Gas",791,3
"6618",0,2,NA,7,2,"Electricity",2015,1
"6619",2,3,1,16,2,"Natural Gas",1720,4
"6620",3,4,1,24,4,"Natural Gas",2820,3
"6621",1,5,0,7,4,"Electricity",1352,7
"6622",1,2,1,5,2,"Natural Gas",890,3
"6623",1,3,1,11,4,"Electricity",921,1
"6624",0,0,NA,13,NA,"Natural Gas",4930,2
"6625",1,1,0,23,3,"Natural Gas",568,1
"6626",1,1,1,24,2,"Fuel Oil",3600,2
"6627",4,2,1,24,1,"Natural Gas",4814,6
"6628",0,1,NA,11,1,"Electricity",729,1
"6629",3,2,1,15,3,"Fuel Oil",4538,2
"6630",2,2,1,24,2,"Natural Gas",1526,2
"6631",0,3,NA,9,2,"Natural Gas",2576,4
"6632",2,1,1,10,2,NA,504,1
"6633",0,1,NA,17,2,"Natural Gas",1605,3
"6634",0,1,NA,7,3,"Natural Gas",4200,1
"6635",1,3,1,23,2,"Natural Gas",3740,2
"6636",1,1,1,20,5,"Natural Gas",2964,1
"6637",1,2,1,7,3,"Electricity",574,2
"6638",0,1,NA,5,4,"Electricity",484,1
"6639",0,2,NA,8,3,"Natural Gas",580,3
"6640",2,2,1,12,3,"Electricity",494,2
"6641",1,1,1,5,1,"Natural Gas",1047,1
"6642",1,1,1,9,3,"Natural Gas",3375,2
"6643",1,4,1,16,1,"Electricity",2352,1
"6644",1,2,1,13,5,"Natural Gas",1204,3
"6645",2,3,1,21,3,"Natural Gas",2900,4
"6646",3,3,1,15,4,"Electricity",2376,4
"6647",0,3,NA,5,4,"Natural Gas",2606,1
"6648",2,3,1,16,3,"Electricity",2002,4
"6649",0,1,NA,11,2,"Electricity",1540,2
"6650",1,4,1,9,3,"Electricity",1190,4
"6651",1,4,0,12,1,"Electricity",724,5
"6652",1,3,1,8,4,"Electricity",1954,2
"6653",1,2,1,8,2,"Natural Gas",5084,4
"6654",0,1,NA,4,2,"Electricity",544,1
"6655",1,3,1,10,3,"Electricity",1950,2
"6656",1,4,1,24,3,"Natural Gas",4000,2
"6657",3,5,1,19,4,"Electricity",2980,4
"6658",3,3,1,14,3,"Natural Gas",2447,4
"6659",3,2,1,22,1,"Natural Gas",780,3
"6660",2,1,1,24,3,"Natural Gas",2780,2
"6661",1,2,1,23,3,"Propane",1560,3
"6662",4,3,1,21,2,"Natural Gas",1974,4
"6663",2,2,1,13,2,"Fuel Oil",750,2
"6664",0,1,NA,1,5,"Natural Gas",729,1
"6665",1,2,1,9,4,"Electricity",1458,2
"6666",1,2,1,19,3,"Natural Gas",2288,2
"6667",1,3,0,5,5,"Natural Gas",3150,8
"6668",3,1,1,11,1,"Solar",1656,1
"6669",2,2,1,20,3,"Natural Gas",5032,2
"6670",0,0,NA,2,NA,"Natural Gas",875,2
"6671",3,4,1,24,1,"Fuel Oil",7490,3
"6672",3,1,1,13,1,"Fuel Oil",915,2
"6673",2,3,1,1,2,"Electricity",2832,1
"6674",1,4,1,7,2,"Natural Gas",1052,4
"6675",1,3,1,23,3,"Natural Gas",2375,3
"6676",0,4,NA,5,3,"Electricity",2443,3
"6677",1,1,1,1,1,NA,211,1
"6678",2,2,1,23,2,"Natural Gas",939,2
"6679",2,3,1,23,2,"Natural Gas",2408,3
"6680",2,3,1,13,3,"Electricity",1820,2
"6681",2,2,1,23,2,"Natural Gas",5608,3
"6682",2,2,1,11,5,"Natural Gas",1456,2
"6683",1,3,1,16,4,"Electricity",2120,2
"6684",1,0,1,16,NA,"Electricity",658,1
"6685",0,5,NA,6,3,"Natural Gas",3150,1
"6686",0,1,NA,1,5,"Natural Gas",693,2
"6687",0,2,NA,8,2,"Natural Gas",2487,1
"6688",0,2,NA,8,3,"Electricity",646,1
"6689",1,2,1,9,4,"Natural Gas",1432,4
"6690",1,4,1,24,5,"Propane",5760,2
"6691",1,3,1,10,2,"Natural Gas",1624,2
"6692",0,2,NA,9,5,"Natural Gas",1390,6
"6693",0,2,NA,13,3,"Natural Gas",691,1
"6694",2,1,1,11,4,"Natural Gas",1120,4
"6695",2,3,1,20,3,"Electricity",3960,3
"6696",2,2,1,12,5,"Natural Gas",2520,2
"6697",1,5,1,24,3,"Natural Gas",2820,2
"6698",1,4,1,24,4,"Natural Gas",1464,8
"6699",3,3,1,5,2,"Natural Gas",782,6
"6700",3,2,1,24,3,"Natural Gas",2655,5
"6701",2,6,1,11,4,"Natural Gas",2032,3
"6702",1,2,1,4,5,"Electricity",1714,1
"6703",2,4,1,19,2,"Electricity",2858,4
