"","NUMPC","TVCOLOR","INTRR","MONEYPY","TVRR","FUELRR","TOTSQFT","NHSLDMEM"
"11412",1,2,1,9,3,"Natural Gas",900,7
"11413",2,3,1,23,3,"Natural Gas",4416,3
"11414",0,2,NA,8,5,"Electricity",2716,2
"11415",0,2,NA,5,5,"Electricity",1020,2
"11416",2,2,1,24,3,"Electricity",2548,2
"11417",1,0,0,10,NA,"Natural Gas",921,1
"11418",1,1,1,9,2,"Electricity",1547,1
"11419",1,2,0,5,2,"Natural Gas",1199,2
"11420",2,1,1,20,1,"Natural Gas",619,3
"11421",0,3,NA,9,3,"Natural Gas",2584,2
"11422",0,2,NA,9,3,"Electricity",780,1
"11423",3,1,1,20,1,"Electricity",4232,6
"11424",2,4,1,11,4,"Fuel Oil",2328,2
"11425",0,1,NA,6,3,"Natural Gas",649,1
"11426",2,2,1,4,4,"Natural Gas",956,3
"11427",1,3,1,10,3,"Natural Gas",1375,2
"11428",0,1,NA,5,2,"Natural Gas",1632,1
"11429",1,2,1,7,4,"Electricity",2070,1
"11430",3,2,1,24,3,"Fuel Oil",2253,3
"11431",1,3,1,7,4,"Natural Gas",822,3
"11432",3,5,1,17,3,"Electricity",2250,5
"11433",4,5,1,8,4,"Electricity",1400,2
"11434",3,4,1,17,3,"Natural Gas",1972,7
"11435",0,3,NA,6,4,"Electricity",1250,2
"11436",0,3,NA,8,4,"Electricity",818,2
"11437",0,2,NA,8,3,"Natural Gas",2444,2
"11438",1,2,1,10,3,"Electricity",2139,4
"11439",2,4,1,10,3,"Natural Gas",2548,2
"11440",1,3,1,23,3,"Natural Gas",2620,1
"11441",2,1,1,7,2,"Natural Gas",1829,1
"11442",1,2,1,1,3,"Electricity",618,2
"11443",2,1,1,1,2,"Natural Gas",2760,1
"11444",1,2,0,10,3,"Electricity",1912,1
"11445",1,2,1,16,2,"Natural Gas",3024,1
"11446",1,3,0,5,3,"Natural Gas",1596,4
"11447",1,1,0,8,1,"Natural Gas",1131,2
"11448",2,4,1,11,3,"Electricity",1518,3
"11449",2,1,1,23,3,"Natural Gas",3610,1
"11450",0,3,NA,8,3,"Natural Gas",1444,2
"11451",2,3,1,17,2,"Natural Gas",1920,1
"11452",2,5,1,20,2,"Electricity",2891,4
"11453",0,2,NA,4,2,"Electricity",900,1
"11454",0,2,NA,7,5,"Natural Gas",948,1
"11455",2,2,1,7,4,"Propane",1335,2
"11456",0,4,NA,3,3,"Natural Gas",2035,4
"11457",2,3,1,24,4,"Electricity",3076,3
"11458",1,2,1,22,2,"Electricity",2775,4
"11459",1,4,0,6,3,"Electricity",1040,4
"11460",1,3,1,14,3,"Electricity",1200,4
"11461",1,4,1,6,3,"Electricity",784,4
"11462",4,2,1,14,3,"Electricity",6936,4
"11463",0,2,NA,15,4,"Natural Gas",2700,3
"11464",0,1,NA,6,2,"Fuel Oil",782,3
"11465",4,4,1,18,4,"Natural Gas",2700,5
"11466",3,5,1,15,3,"Natural Gas",3755,3
"11467",2,3,1,24,2,"Propane",4304,4
"11468",0,4,NA,21,5,"Propane",5585,14
"11469",1,1,1,4,2,"Natural Gas",2315,1
"11470",2,3,1,23,2,"Propane",2232,3
"11471",2,1,1,13,2,"Electricity",1176,2
"11472",3,3,1,23,1,"Natural Gas",3640,2
"11473",2,4,1,3,1,"Electricity",1804,4
"11474",2,4,1,17,3,"Natural Gas",3680,2
"11475",0,2,NA,8,4,"Electricity",1104,3
"11476",2,3,1,22,4,"Natural Gas",2201,4
"11477",1,3,1,8,4,"Electricity",1550,1
"11478",3,1,1,24,2,"Natural Gas",1012,2
"11479",2,2,1,4,4,"Electricity",559,3
"11480",1,2,1,12,2,"Electricity",2730,6
"11481",2,6,1,24,3,"Electricity",3479,2
"11482",1,4,1,24,2,"Natural Gas",1458,4
"11483",1,3,1,3,5,"Natural Gas",841,7
"11484",1,2,1,7,4,"Natural Gas",1968,2
"11485",2,2,1,21,3,"Natural Gas",1028,1
"11486",2,2,1,7,3,"Electricity",1361,1
"11487",1,2,1,20,3,"Natural Gas",2924,3
"11488",2,3,1,24,1,"Natural Gas",2588,2
"11489",1,4,1,12,3,"Electricity",3264,4
"11490",2,2,1,15,5,"Electricity",2688,5
"11491",1,1,1,20,2,"Natural Gas",2579,2
"11492",2,4,1,24,3,"Natural Gas",5344,4
"11493",1,3,1,22,2,"Fuel Oil",4297,1
"11494",1,3,1,24,3,"Natural Gas",1800,2
"11495",1,2,1,9,3,"Natural Gas",3483,2
"11496",3,3,1,11,3,"Electricity",2932,2
"11497",2,3,1,18,3,"Natural Gas",2750,2
"11498",1,2,1,23,2,"Natural Gas",1440,2
"11499",0,1,NA,24,3,"Electricity",1248,5
"11500",0,2,NA,6,3,"Natural Gas",3588,1
"11501",4,2,1,24,1,"Natural Gas",3218,3
"11502",1,2,1,8,4,"Natural Gas",775,2
"11503",1,2,1,16,3,"Electricity",2442,2
"11504",1,1,1,11,4,"Electricity",1512,3
"11505",1,3,1,14,2,"Natural Gas",1950,1
"11506",3,3,1,24,3,"Electricity",2340,3
"11507",1,1,1,19,1,"Electricity",1915,1
"11508",1,1,1,12,3,"Natural Gas",570,1
"11509",2,3,1,7,3,"Electricity",1711,2
"11510",1,2,1,8,4,"Natural Gas",665,5
"11511",1,2,1,2,5,"Natural Gas",2055,5
"11512",3,2,1,24,3,"Natural Gas",3240,7
"11513",1,0,1,7,NA,"Fuel Oil",840,1
"11514",1,3,1,16,3,"Electricity",960,3
"11515",1,2,0,8,3,"Electricity",1755,3
"11516",0,3,NA,1,4,"Electricity",2263,2
"11517",2,2,1,24,3,"Natural Gas",1636,3
"11518",2,3,1,7,4,"Electricity",1680,4
"11519",1,3,1,6,2,"Electricity",918,3
"11520",1,3,1,7,3,"Natural Gas",1276,4
"11521",2,4,1,24,3,"Natural Gas",2632,2
"11522",0,2,NA,24,2,"Electricity",880,1
"11523",1,1,1,17,2,"Natural Gas",2460,1
"11524",1,3,1,12,3,"Electricity",2077,4
"11525",2,2,1,6,3,"Natural Gas",1980,1
"11526",0,3,NA,8,3,"Natural Gas",1144,2
"11527",0,1,NA,12,2,"Electricity",1769,2
"11528",1,1,0,12,5,"Electricity",1064,3
"11529",5,7,1,12,2,"Natural Gas",3807,4
"11530",0,1,NA,6,3,"Electricity",3190,1
"11531",2,2,1,24,2,"Propane",4400,2
"11532",1,2,1,14,3,"Electricity",1760,2
"11533",0,2,NA,5,4,"Natural Gas",1697,1
"11534",1,3,0,11,3,"Electricity",1238,2
"11535",0,3,NA,12,1,"Natural Gas",3262,1
"11536",2,3,1,10,2,"Natural Gas",1920,3
"11537",1,3,1,16,2,"Natural Gas",1332,6
"11538",0,3,NA,4,5,"Natural Gas",2389,3
"11539",1,2,1,10,3,"Natural Gas",2900,2
"11540",2,6,1,23,3,"Natural Gas",3200,4
"11541",1,2,1,7,5,"Natural Gas",780,3
"11542",2,2,1,11,3,"Electricity",1606,1
"11543",3,4,1,12,3,"Electricity",1216,5
"11544",1,3,1,11,4,"Electricity",1647,4
"11545",1,1,0,7,3,"Electricity",691,1
"11546",2,2,1,19,4,"Fuel Oil",3029,3
"11547",1,3,1,13,4,"Electricity",1190,2
"11548",2,5,1,13,3,"Propane",4520,2
"11549",1,1,1,13,3,"Electricity",4168,1
"11550",1,3,1,16,3,"Electricity",1392,4
"11551",3,2,1,19,4,"Natural Gas",4335,2
"11552",5,2,1,21,2,"Natural Gas",1025,3
"11553",1,4,1,4,4,"Natural Gas",1407,1
"11554",1,3,1,13,3,"Electricity",2292,3
"11555",1,2,1,9,4,"Electricity",500,3
"11556",1,2,0,12,3,"Natural Gas",2100,2
"11557",5,4,1,18,2,"Fuel Oil",5184,1
"11558",0,1,NA,8,3,"Electricity",2220,3
"11559",1,4,1,20,3,"Electricity",2756,4
"11560",0,1,NA,8,2,"Electricity",2168,2
"11561",2,3,1,15,4,"Electricity",1888,3
"11562",1,2,0,11,4,"Natural Gas",884,4
"11563",2,2,1,11,3,"Electricity",812,2
"11564",1,2,1,6,5,"Electricity",1795,3
"11565",1,1,1,11,2,"Propane",1282,1
"11566",1,1,0,15,3,"Propane",728,2
"11567",2,2,1,24,2,"Electricity",6902,2
"11568",1,7,1,24,3,"Propane",6341,2
"11569",1,2,1,11,3,"Natural Gas",2808,2
"11570",1,2,1,15,4,"Natural Gas",1920,2
"11571",2,2,1,13,1,"Natural Gas",1920,1
"11572",1,4,1,15,5,"Electricity",3154,2
"11573",0,2,NA,9,4,"Natural Gas",599,4
"11574",2,2,1,20,2,"Natural Gas",1476,2
"11575",2,1,0,24,3,"Natural Gas",358,1
"11576",1,2,0,5,5,"Electricity",1868,2
"11577",1,4,0,21,4,NA,2240,5
"11578",1,1,1,2,3,"Natural Gas",1986,2
"11579",0,1,NA,13,2,"Electricity",792,1
"11580",0,3,NA,3,5,"Natural Gas",905,5
"11581",4,3,1,5,5,"Electricity",936,4
"11582",1,2,1,12,4,"Natural Gas",2640,1
"11583",1,2,1,8,5,"Electricity",665,1
"11584",0,3,NA,8,3,"Electricity",2065,2
"11585",0,2,NA,10,2,"Natural Gas",523,1
"11586",1,3,1,10,1,"Electricity",1638,2
"11587",0,2,NA,8,1,"Natural Gas",720,4
"11588",3,2,1,14,3,"Electricity",2557,2
"11589",1,2,0,10,4,"Electricity",1280,5
"11590",7,3,1,13,2,"Natural Gas",2035,2
"11591",4,6,1,24,1,"Electricity",4674,2
"11592",2,0,1,24,NA,"Natural Gas",1769,4
"11593",0,1,NA,7,3,"Natural Gas",690,1
"11594",1,4,1,23,3,"Natural Gas",1040,6
"11595",1,4,1,18,3,"Natural Gas",2537,4
"11596",1,0,1,12,NA,"Electricity",1213,1
"11597",5,5,1,17,2,"Electricity",3060,5
"11598",3,3,1,24,3,"Electricity",4085,2
"11599",2,2,1,9,4,"Electricity",900,4
"11600",1,2,0,9,4,"Natural Gas",4240,2
"11601",2,2,1,4,3,"Electricity",1188,1
"11602",1,3,1,10,4,"Natural Gas",2625,2
"11603",1,3,1,11,5,"Natural Gas",2072,1
"11604",0,3,NA,6,3,"Natural Gas",894,2
"11605",0,2,NA,7,3,"Natural Gas",440,1
"11606",1,1,1,9,3,"Natural Gas",624,1
"11607",2,2,1,24,2,"Natural Gas",1039,2
"11608",1,2,1,18,3,"Natural Gas",1035,1
"11609",1,3,1,13,3,"Natural Gas",1397,4
"11610",4,3,1,24,2,"Natural Gas",3184,4
"11611",1,2,1,24,1,"Electricity",1991,2
"11612",0,1,NA,2,2,"Propane",3108,1
"11613",2,1,1,1,3,"Natural Gas",676,1
"11614",2,1,0,3,3,"Natural Gas",1486,1
"11615",1,1,0,15,1,"Natural Gas",1839,1
"11616",0,2,NA,1,3,"Electricity",1998,4
"11617",3,6,1,24,3,"Natural Gas",5421,4
"11618",1,1,1,11,2,"Electricity",1425,2
"11619",1,4,0,13,3,"Electricity",3469,4
"11620",1,6,1,14,1,"Natural Gas",2245,1
"11621",1,2,1,14,2,"Natural Gas",2025,1
"11622",2,5,1,12,3,"Electricity",1504,6
"11623",2,1,1,10,2,"Natural Gas",2430,2
"11624",2,4,1,10,5,"Electricity",999,3
"11625",1,2,1,24,3,"Electricity",3211,2
"11626",3,3,1,11,3,"Electricity",3765,2
"11627",2,2,1,23,3,"Natural Gas",2000,3
"11628",0,3,NA,8,3,"Electricity",1360,1
"11629",1,2,1,4,4,"Natural Gas",1013,3
"11630",1,4,1,9,4,"Natural Gas",1456,3
"11631",4,3,1,9,3,"Natural Gas",7524,6
"11632",1,2,1,11,2,"Electricity",1179,2
"11633",1,1,1,23,2,"Natural Gas",1776,2
"11634",2,1,1,5,4,"Electricity",538,2
"11635",2,5,1,16,3,"Electricity",5760,8
"11636",1,3,1,11,5,"Electricity",2301,2
"11637",1,2,1,13,4,"Natural Gas",1687,2
"11638",5,2,1,12,2,"Electricity",2983,1
"11639",1,1,1,6,1,"Electricity",1085,2
"11640",1,1,1,24,3,"Electricity",1824,1
"11641",1,2,1,17,4,"Electricity",2117,2
"11642",0,2,NA,8,2,"Natural Gas",2840,2
"11643",1,3,1,14,2,"Natural Gas",2808,3
"11644",1,2,1,23,2,"Electricity",4982,5
"11645",2,3,1,21,3,"Natural Gas",2340,6
"11646",1,2,1,12,2,"Natural Gas",3652,2
"11647",1,2,1,22,3,"Electricity",2870,2
"11648",2,5,1,19,3,"Electricity",3366,1
"11649",2,2,1,22,2,"Electricity",2655,5
"11650",2,2,1,17,2,"Natural Gas",4517,1
"11651",3,4,1,20,3,"Electricity",2024,4
"11652",1,3,1,12,3,"Natural Gas",2412,3
"11653",2,3,1,14,3,"Natural Gas",4119,2
"11654",1,2,1,17,4,"Natural Gas",640,1
"11655",0,3,NA,6,2,"Natural Gas",905,2
"11656",2,5,1,12,4,"Natural Gas",2916,4
"11657",0,3,NA,11,3,"Electricity",356,2
"11658",2,4,1,9,2,"Electricity",2146,4
"11659",1,3,1,17,4,"Electricity",2750,2
"11660",1,1,1,7,2,"Electricity",2016,6
"11661",3,3,1,16,3,"Natural Gas",4000,3
"11662",0,2,NA,7,5,"Electricity",1012,3
"11663",2,3,1,23,2,"Natural Gas",2777,1
"11664",1,2,1,5,3,"Fuel Oil",1696,3
"11665",2,2,1,24,2,"Natural Gas",936,2
"11666",6,3,1,18,3,"Natural Gas",4032,2
"11667",1,2,1,12,2,"Natural Gas",1764,3
"11668",1,3,1,10,4,"Natural Gas",1300,2
"11669",2,3,1,23,3,"Natural Gas",3007,4
"11670",1,1,1,13,3,"Electricity",3200,2
"11671",0,2,NA,7,3,NA,1653,1
"11672",1,1,1,12,2,"Electricity",1170,2
"11673",1,1,1,13,2,"Natural Gas",490,2
"11674",1,2,1,19,2,"Electricity",1283,2
"11675",3,5,1,21,3,"Electricity",1353,5
"11676",0,2,NA,4,3,"Natural Gas",524,2
"11677",1,1,1,19,4,"Natural Gas",3008,1
"11678",1,3,1,10,2,"Natural Gas",1696,4
"11679",0,4,NA,16,2,"Natural Gas",2912,1
"11680",2,4,1,24,5,"Natural Gas",3042,3
"11681",2,4,1,23,3,"Electricity",4769,3
"11682",3,3,1,16,2,"Natural Gas",2584,4
"11683",1,2,1,10,2,"Electricity",2128,4
"11684",1,2,1,5,2,"Natural Gas",672,1
"11685",1,3,1,6,2,"Natural Gas",1584,2
"11686",0,2,NA,15,3,"Electricity",976,1
"11687",1,2,0,10,5,"Electricity",552,1
"11688",1,5,1,24,4,"Natural Gas",2064,5
"11689",2,5,1,24,3,"Electricity",6650,2
"11690",2,2,1,24,2,"Electricity",5182,4
"11691",1,2,1,10,3,"Natural Gas",1612,2
"11692",1,2,1,14,3,"Natural Gas",2200,1
"11693",0,3,NA,9,2,"Natural Gas",1263,2
"11694",1,2,0,7,3,"Electricity",1628,3
"11695",1,2,1,24,5,"Electricity",1854,5
"11696",3,3,1,23,3,"Natural Gas",4010,3
"11697",1,2,1,10,3,"Natural Gas",1094,3
"11698",1,2,1,6,5,"Propane",1478,2
"11699",1,3,1,10,3,"Electricity",884,1
"11700",1,2,1,13,4,"Natural Gas",870,2
"11701",0,2,NA,4,2,"Natural Gas",756,1
"11702",1,2,1,15,5,"Electricity",6356,2
"11703",1,2,1,9,3,"Natural Gas",2520,2
"11704",1,3,1,22,3,"Natural Gas",3146,1
"11705",3,2,1,16,4,"Electricity",2750,1
"11706",1,6,1,12,3,"Natural Gas",2100,2
"11707",1,2,1,13,3,"Electricity",2562,1
"11708",0,1,NA,5,3,"Natural Gas",1620,1
"11709",2,2,1,9,4,"Electricity",1326,3
"11710",0,1,NA,4,2,"Natural Gas",690,1
"11711",1,2,1,15,5,"Fuel Oil",1997,4
"11712",1,3,1,19,2,"Electricity",2581,1
"11713",0,2,NA,4,5,"Natural Gas",694,1
"11714",2,1,1,15,3,"Natural Gas",3318,2
"11715",1,2,1,9,3,"Natural Gas",551,4
"11716",3,1,1,22,2,"Electricity",2208,2
"11717",1,2,1,8,3,"Electricity",1104,3
"11718",0,1,NA,7,2,"Electricity",2808,3
"11719",1,3,1,23,4,"Natural Gas",3155,2
"11720",2,2,1,6,3,"Natural Gas",521,2
"11721",1,1,1,10,2,"Electricity",1344,2
"11722",2,1,1,10,2,"Natural Gas",621,3
"11723",2,5,1,18,4,"Natural Gas",3866,3
"11724",1,3,1,1,3,"Natural Gas",3444,6
"11725",1,3,1,12,2,"Electricity",3280,1
"11726",1,1,1,6,3,"Natural Gas",3040,1
"11727",3,3,1,12,2,"Electricity",1522,4
"11728",3,2,1,23,5,"Natural Gas",1055,2
"11729",3,4,1,7,3,"Fuel Oil",2575,4
"11730",2,1,1,4,2,"Electricity",648,2
"11731",0,2,NA,5,5,"Electricity",1025,1
"11732",0,1,NA,9,3,"Propane",755,4
"11733",1,2,1,6,4,"Natural Gas",1528,1
"11734",0,4,NA,7,5,"Natural Gas",836,5
"11735",1,5,1,9,3,"Natural Gas",2148,4
"11736",0,1,NA,6,2,"Natural Gas",780,3
"11737",1,3,1,15,2,"Natural Gas",1883,1
"11738",2,3,1,24,3,"Electricity",2670,2
"11739",8,1,1,24,1,"Electricity",1984,4
"11740",3,1,1,16,2,"Natural Gas",2900,1
"11741",1,2,1,20,3,"Fuel Oil",4400,3
"11742",3,5,1,24,3,"Natural Gas",3003,2
"11743",0,3,NA,7,4,"Electricity",875,3
"11744",2,2,0,6,4,"Natural Gas",1248,3
"11745",1,1,1,7,3,"Natural Gas",1408,1
"11746",1,4,1,14,5,"Natural Gas",2100,7
"11747",1,1,1,8,3,"Propane",1457,1
"11748",2,2,1,9,2,"Propane",1216,3
"11749",1,3,1,16,3,"Electricity",3626,3
"11750",2,2,1,24,2,"Natural Gas",1500,3
"11751",1,1,1,16,3,"Natural Gas",3360,1
"11752",0,1,NA,6,4,"Electricity",567,1
"11753",1,1,1,7,4,"Natural Gas",1644,5
"11754",1,3,1,12,4,"Electricity",2052,1
"11755",2,3,1,17,3,"Natural Gas",3126,4
"11756",0,3,NA,8,4,"Natural Gas",4120,1
"11757",3,5,1,22,3,"Propane",3612,2
"11758",1,2,1,12,2,"Natural Gas",528,3
"11759",2,2,1,6,3,"Electricity",1021,3
"11760",2,3,1,22,2,"Natural Gas",3772,5
"11761",1,2,1,5,5,"Natural Gas",1250,2
"11762",3,4,1,23,3,"Natural Gas",5360,9
"11763",2,2,1,9,4,"Electricity",1728,2
"11764",2,4,1,19,5,"Natural Gas",3989,4
"11765",1,1,1,18,4,"Natural Gas",1692,2
"11766",2,7,1,23,3,"Electricity",3354,2
"11767",0,4,NA,1,5,"Natural Gas",2309,2
"11768",5,1,1,16,3,"Natural Gas",4504,3
"11769",1,4,1,17,4,"Natural Gas",1431,3
"11770",2,3,1,24,4,"Natural Gas",2240,2
"11771",2,1,1,20,2,"Fuel Oil",1383,2
"11772",1,3,1,20,3,"Natural Gas",2015,2
"11773",2,3,1,12,3,"Electricity",2538,3
"11774",0,4,NA,5,3,"Natural Gas",926,5
"11775",2,3,1,11,3,"Electricity",720,4
"11776",1,1,1,8,3,"Electricity",1260,1
"11777",2,2,1,23,2,"Propane",3655,2
"11778",0,2,NA,5,2,"Electricity",1200,3
"11779",2,4,1,23,4,"Natural Gas",2208,3
"11780",2,2,1,8,1,"Natural Gas",3475,6
"11781",1,3,1,9,3,"Electricity",4100,1
"11782",3,3,1,13,4,"Natural Gas",2394,4
"11783",0,1,NA,4,3,"Natural Gas",621,1
"11784",1,2,0,7,2,"Natural Gas",700,1
"11785",0,3,NA,23,4,"Natural Gas",2040,2
"11786",4,3,1,18,4,"Electricity",3746,5
"11787",1,3,1,6,4,"Electricity",815,5
"11788",3,4,1,23,3,"Natural Gas",1260,3
"11789",0,1,NA,4,1,"Electricity",966,3
"11790",1,2,1,18,2,"Natural Gas",1700,2
"11791",1,2,1,6,2,"Natural Gas",670,2
"11792",0,1,NA,5,2,"Electricity",1092,1
"11793",2,2,1,7,3,"Natural Gas",952,2
"11794",2,3,1,14,5,"Natural Gas",1512,3
"11795",3,3,1,24,2,"Natural Gas",2081,2
"11796",1,2,0,8,5,"Electricity",551,1
"11797",0,2,NA,5,3,"Fuel Oil",2305,1
"11798",0,3,NA,1,5,"Electricity",961,4
"11799",2,2,1,9,4,"Electricity",616,2
"11800",6,2,1,24,2,"Natural Gas",1378,2
"11801",1,3,1,21,2,"Electricity",1785,1
"11802",1,5,1,5,3,"Natural Gas",2653,4
"11803",1,2,1,5,3,"Natural Gas",1944,1
"11804",1,1,1,8,2,"Electricity",970,6
"11805",1,3,1,7,2,"Natural Gas",991,4
"11806",1,0,1,1,NA,"Propane",361,2
"11807",1,1,1,13,3,"Electricity",3168,3
"11808",5,2,1,6,3,"Electricity",4498,4
"11809",0,1,NA,3,2,"Electricity",2440,1
"11810",0,2,NA,7,3,"Natural Gas",1950,2
"11811",2,2,1,23,3,"Natural Gas",2960,3
"11812",1,2,1,8,3,"Natural Gas",1344,1
"11813",1,1,1,12,2,"Electricity",976,1
"11814",0,2,NA,6,4,"Natural Gas",611,1
"11815",2,2,1,24,3,"Natural Gas",3429,6
"11816",1,3,1,7,4,"Electricity",2560,2
"11817",0,2,NA,8,2,"Natural Gas",2869,1
"11818",1,2,0,16,3,"Natural Gas",1112,3
"11819",3,3,1,14,1,"Electricity",1610,2
"11820",1,2,1,19,4,"Natural Gas",1551,1
"11821",0,1,NA,4,5,"Natural Gas",642,1
"11822",0,2,NA,4,2,"Natural Gas",761,3
"11823",3,3,1,10,3,"Natural Gas",946,2
"11824",1,2,1,14,3,"Natural Gas",2569,3
"11825",0,2,NA,5,3,"Electricity",850,3
"11826",0,2,NA,7,3,"Electricity",675,2
"11827",1,6,1,24,2,"Electricity",1248,2
"11828",2,2,1,3,3,"Electricity",1260,3
"11829",1,3,1,13,3,"Natural Gas",2720,2
"11830",2,3,1,2,2,"Electricity",1100,2
"11831",1,1,0,2,4,"Electricity",1232,1
"11832",2,1,1,24,1,"Natural Gas",2064,3
"11833",1,3,1,15,3,"Electricity",1050,3
"11834",6,3,1,24,2,"Natural Gas",4280,2
"11835",2,1,1,13,3,"Natural Gas",2386,2
"11836",1,1,1,14,2,"Natural Gas",1977,2
"11837",1,1,1,15,3,"Electricity",1123,1
"11838",1,2,1,13,5,"Natural Gas",1426,2
"11839",2,3,1,10,3,"Electricity",1280,3
"11840",1,2,0,6,5,"Propane",1431,2
"11841",2,6,1,24,2,"Natural Gas",4273,4
"11842",2,2,1,6,3,"Propane",2520,1
"11843",3,4,1,6,3,"Electricity",1620,4
"11844",1,3,1,8,4,"Propane",1344,3
"11845",1,3,1,20,3,"Natural Gas",3006,2
"11846",1,3,1,13,2,"Electricity",2114,2
"11847",0,1,NA,9,4,"Natural Gas",1320,1
"11848",2,4,1,24,3,"Natural Gas",2420,2
"11849",0,3,NA,6,2,"Electricity",1029,5
"11850",1,3,1,11,3,"Natural Gas",6649,5
"11851",1,3,1,9,5,"Natural Gas",1674,2
"11852",2,4,1,19,4,"Natural Gas",3960,4
"11853",1,2,1,10,3,"Propane",2481,1
"11854",1,1,1,14,5,"Natural Gas",2721,1
"11855",2,5,1,11,4,"Natural Gas",3750,4
"11856",1,1,1,7,3,"Fuel Oil",5010,1
"11857",6,1,1,14,1,"Electricity",1528,1
"11858",3,4,1,13,4,"Electricity",2100,5
"11859",1,2,1,10,2,"Electricity",2016,1
"11860",0,1,NA,9,3,"Electricity",1540,1
"11861",0,2,NA,5,3,"Fuel Oil",1595,2
"11862",1,2,1,12,3,"Natural Gas",810,1
"11863",0,2,NA,4,2,"Natural Gas",552,2
"11864",3,1,1,18,1,"Natural Gas",2002,2
"11865",3,4,1,15,3,"Electricity",2496,2
"11866",1,2,1,1,3,"Natural Gas",691,1
"11867",1,2,1,5,3,"Natural Gas",1440,1
"11868",1,3,1,9,2,"Electricity",1188,2
"11869",0,3,NA,9,4,"Electricity",1140,5
"11870",0,2,NA,5,5,"Natural Gas",624,2
"11871",1,2,1,18,3,"Natural Gas",2031,2
"11872",1,1,1,11,3,"Electricity",691,1
"11873",0,2,NA,4,3,"Natural Gas",1140,2
"11874",0,3,NA,12,4,"Propane",1238,7
"11875",1,1,1,12,2,"Electricity",1028,3
"11876",1,2,1,13,5,"Fuel Oil",1008,1
"11877",1,3,0,4,5,"Electricity",3600,3
"11878",1,1,1,8,3,"Electricity",1600,2
"11879",0,2,NA,6,4,"Natural Gas",729,1
"11880",0,2,NA,20,3,"Natural Gas",3840,2
"11881",3,1,1,18,1,"Natural Gas",3000,2
"11882",4,4,1,12,4,"Electricity",1107,3
"11883",1,2,1,17,2,"Natural Gas",4620,3
"11884",2,3,1,7,4,"Natural Gas",1312,3
"11885",2,5,1,19,3,"Natural Gas",3191,6
"11886",1,3,1,16,3,"Electricity",4064,2
"11887",0,2,NA,1,3,"Natural Gas",3402,1
"11888",2,2,1,10,2,"Natural Gas",1951,2
"11889",5,4,1,24,3,"Natural Gas",1444,3
"11890",1,2,1,10,4,"Electricity",1075,2
"11891",3,3,1,24,3,"Electricity",2912,2
"11892",3,2,1,23,2,"Natural Gas",4488,5
"11893",3,4,1,16,4,"Fuel Oil",2560,4
"11894",4,2,1,24,2,"Electricity",2331,2
"11895",0,2,NA,8,2,"Natural Gas",2212,1
"11896",3,2,1,3,3,"Electricity",756,1
"11897",5,3,1,18,3,"Natural Gas",5712,4
"11898",1,2,1,7,3,"Electricity",897,4
"11899",1,3,1,24,2,"Natural Gas",4405,2
"11900",0,1,NA,5,2,"Electricity",594,5
"11901",2,3,1,18,3,"Natural Gas",2308,2
"11902",1,2,1,19,2,"Natural Gas",3246,3
"11903",2,2,1,18,3,"Natural Gas",982,2
"11904",1,1,1,7,3,"Electricity",617,2
"11905",0,2,NA,11,2,"Electricity",1014,2
"11906",1,4,1,12,3,"Natural Gas",2125,4
"11907",3,4,1,15,4,"Electricity",1950,4
"11908",1,3,1,13,2,"Natural Gas",1636,5
"11909",2,3,1,16,2,"Electricity",3073,4
"11910",3,5,1,15,4,"Natural Gas",2520,3
"11911",2,3,1,4,4,"Electricity",936,4
"11912",2,2,1,24,3,"Natural Gas",2020,2
"11913",1,2,1,10,4,"Propane",1926,2
"11914",0,1,NA,3,4,"Electricity",2156,1
"11915",1,2,1,10,4,"Electricity",919,2
"11916",1,1,1,8,4,"Electricity",1828,5
"11917",1,2,1,14,4,"Natural Gas",1914,2
"11918",0,6,NA,17,3,"Electricity",4228,2
"11919",2,3,1,13,4,"Electricity",999,2
"11920",3,3,1,9,3,"Natural Gas",1920,3
"11921",1,3,1,8,3,"Electricity",1152,2
"11922",2,2,1,21,3,"Natural Gas",4118,1
"11923",3,2,1,24,3,"Natural Gas",1050,3
"11924",1,4,0,18,3,"Natural Gas",2016,2
"11925",0,1,NA,14,3,"Natural Gas",2516,6
"11926",1,5,1,24,2,"Propane",4688,2
"11927",1,3,1,2,2,"Electricity",1166,2
"11928",0,2,NA,4,5,"Electricity",943,1
"11929",1,1,1,15,2,"Natural Gas",1320,2
"11930",0,2,NA,12,4,"Natural Gas",990,2
"11931",1,4,1,10,3,"Natural Gas",3373,2
"11932",1,2,1,21,3,"Fuel Oil",2340,2
"11933",1,4,1,15,3,"Natural Gas",1656,3
"11934",2,5,1,14,5,"Electricity",2470,4
"11935",0,1,NA,8,2,"Electricity",1307,2
"11936",1,2,1,22,3,"Natural Gas",1450,2
"11937",1,2,0,6,4,"Electricity",588,1
"11938",0,4,NA,10,3,"Natural Gas",1943,3
"11939",3,6,1,7,3,"Electricity",1789,4
"11940",1,1,1,20,1,"Natural Gas",3302,2
"11941",1,3,1,12,3,"Electricity",946,3
"11942",2,3,1,14,3,"Natural Gas",2550,4
"11943",0,1,NA,4,3,"Electricity",866,2
"11944",1,1,1,1,2,"Electricity",3328,1
"11945",1,2,1,24,5,"Electricity",2790,2
